target_word,PoS,example_1,example_2,index1,index2,label
form,N,Sculpture is a form of art .,"To apply for the position , complete the application form .",3,9,F
go,V,Messages must go through diplomatic channels .,The speech has to go through several more drafts .,2,4,F
finish,N,His best finish in a major tournament was third .,It was a fight to the finish .,2,6,F
head,N,A reduction in the assessment per head of sheep .,He was at the head of the column .,6,4,F
range,N,He dreamed of a home on the range .,They used to drive the cattle across the open range every spring .,7,9,T
run,V,Run a new program on the Mac .,Do n't run that software unless you have permission . ' .,0,2,T
land,N,They come from a faraway land .,He returned to the land of his birth .,5,4,F
break,V,Nobody can break out -- this prison is high security .,Three inmates broke jail .,2,2,T
reduce,V,Reduce a problem to a single question .,Reduce one 's standard of living .,0,0,F
bank,V,The pilot had to bank the aircraft .,Bank a fire .,4,0,F
splash,N,I heard a splash when the rock landed in the pond .,He made a great splash and then disappeared .,3,4,F
check,V,Check the time of the class .,Check the oil in your car once a month .,0,0,F
give,V,Give the orders .,The French doors give onto a terrace .,0,3,F
develop,V,Develop land .,The country developed its natural resources .,0,2,T
rearrange,V,Please rearrange these files .,Rearrange the furniture in my room .,1,0,T
art,N,Art does not need to be innovative to be good .,It 's quite an art .,0,4,F
see,V,I went to see my friend Mary the other day .,This program will be seen all over the world .,3,4,F
business,N,Show me where the business was today .,Business has been slow lately .,4,0,T
carry,V,Put down 5 and carry 2 .,This paper carries a restaurant review .,4,2,F
sing,V,I really want to sing in the school choir . said Vera .,My brother sings very well .,4,2,T
job,N,The job of repairing the engine took several hours .,I 've got a job for you - could you wash the dishes ?,1,4,T
give,V,Give a course .,She gave the boy a good spanking .,0,1,F
time,N,We had a wonderful time at the party .,I did n't have time to finish .,4,4,F
title,N,He looked for books with the word ` jazz ' in the title .,I can never remember movie titles .,12,5,T
exercise,V,Some parents exercise their infants .,This puzzle will exercise your mind .,2,3,T
carry,V,These bonds carry warrants .,The restaurant carries an unusual name .,2,2,T
language,N,He recorded the spoken language of the streets .,He uttered harsh language .,4,3,T
track,V,Track a missile .,I tracked prints .,0,1,F
polish,V,Polish my shoes .,He polished up the chrome until it gleamed .,0,1,T
product,N,This is a product of lime and nitric acid .,His reaction was the product of hunger and fatigue .,3,4,F
come,V,Come into the room .,The first success came three days later .,0,3,F
check,V,Check the brakes .,I will check up on the car tomorrow .,0,2,T
control,N,The control condition was inappropriate for the conclusions he wished to draw .,I turned the controls over to her .,1,3,F
give,V,Give priority to .,The French doors give onto a terrace .,0,3,F
call,N,He heard the phone ringing but did n't want to take the call .,He placed a phone call to London .,12,4,T
move,V,We must move quickly .,"Come on guys , let 's move : there 's work to do !",2,6,T
know,V,I know the feeling !,Have you ever known hunger ?,1,3,T
hegemony,N,The consolidation of the United States ' hegemony over a new international economic system .,To say they have priority is not to say they have complete hegemony .,7,12,T
float,V,Float the plaster .,The balloon floated off into the distance .,0,2,F
make,V,Make a move .,They make a cute couple .,0,1,F
play,V,Play a hooked fish .,He played $ 20 on the new horse .,0,1,F
get,V,Where did she get these news ?,You can not get water out of a stone .,3,3,T
run,N,His daily run keeps him fit .,He broke into a run .,2,4,T
know,V,"I know your mother , but I 've never met your father .",I know this voice !,1,1,T
practice,N,I took over his practice when he retired .,It is not the local practice to wear shorts to dinner .,4,5,F
inwardness,N,"Inwardness is what an Englishman quite simply has , painlessly , as a birthright .","Socrates ' inwardness , integrity , and inquisitiveness""- H.R.Finch .",0,2,F
admit,V,To admit a serious thought into the mind .,To admit evidence in the trial of a cause .,1,1,T
date,N,His date never stopped talking .,We have n't heard from them to date .,1,7,F
feast,N,We had a feast to celebrate the harvest .,The Thanksgiving feast .,3,2,F
section,N,A section of a fishing rod .,The finance section of the company .,1,2,F
tramp,N,A homeless tramp .,The tramp of military boots .,2,1,F
life,N,The battery had a short life .,He lived a long and happy life .,5,6,T
make,V,Make an estimate .,Can you make me an omelette ?,0,2,F
run,V,The sale will run for ten days .,They ran twenty blood tests on me and they still do n't know what 's wrong .,3,1,F
break,V,Break the cycle of poverty .,The first winter storm broke over New York .,0,4,F
notice,N,A notice of sale .,"He took no notice of the changes , and went on as though nothing had happened .",1,3,F
tomorrow,N,Everyone hopes for a better tomorrow .,Tomorrow 's world .,5,0,T
break,V,Break a promise .,The surf broke .,0,2,F
master,N,A master of the violin .,One of the old masters .,1,4,T
mixture,N,He drank a mixture of beer and lemonade .,A gradual mixture of cultures .,3,2,F
keep,V,Can I keep my old stuffed animals ?,Keep smiling .,2,0,F
cut,V,The glass from the shattered windshield cut into her forehead .,The new tooth is cutting .,6,4,F
suffer,V,I 've been suffering your insults for years .,He suffered the penalty .,3,1,T
call,N,He placed a phone call to London .,I received several phone calls today .,4,4,T
service,V,Service my truck .,The washing machine needs to be serviced .,0,6,T
break,V,I had to break a $ 100 bill just to buy the candy .,His voice is breaking -- he should no longer sing in the choir .,3,3,F
make,V,Make one 's way into the forest .,Make yourself clear .,0,0,F
turn,V,Turn cartwheels .,Turn a somersault .,0,0,T
emission,N,The emission of heat from a fire .,The emission was mostly blood .,1,1,F
catch,V,I have some free time tonight so I think I 'll catch a movie .,The fashion did not catch .,11,4,F
repair,V,To repair a shattered fortune .,To repair to sanctuary for safety .,1,1,F
excuse,N,He 's a sorry excuse of a doctor .,He had to get his mother to write an excuse for him .,4,9,F
touch,V,The local Mafia wo n't touch gambling .,Are you all right ? You 've hardly touched your lunch .,5,8,F
dent,N,It made a dent in my bank account .,The crash produced a dent in the left side of the car .,3,4,F
keep,V,Where do you keep your gardening tools ?,These potatoes keep for a long time .,3,2,F
patch,N,A cabbage patch .,A briar patch .,2,2,T
take,V,Take a risk .,I 'll take that plate off the table .,0,2,F
see,V,I want to see whether she speaks French .,I saw their laughing and joking .,3,1,F
place,N,He overstepped his place .,It is really not my place to say what is right and wrong in this case .,3,5,T
hold,V,The general ordered the colonel to hold his position at all costs .,He held the governorship for almost a decade .,6,1,F
break,N,The break in the eighth frame cost him the match .,They hoped to avoid a break in relations .,1,5,F
line,N,In line with .,He got out of line .,1,4,T
head,N,Under the head of minor Roman poets .,The head of the hammer .,2,1,F
come,V,Come into the room .,Come down here !,0,0,T
run,N,The team enjoyed a brief run of victories .,"Yesterday we did a run of 12,000 units .",5,4,F
take,V,How should I take this message ?,"Looking at him as he came into the room , I took him for his father .",3,11,T
grain,N,He does not have a grain of sense .,A grain of sand .,5,1,F
strike,V,We must strike the enemy 's oil fields .,"In the fifth inning , the Giants struck , sending three runners home to win the game 5 to 2 .",2,7,T
fill,V,Fill a container .,The liquid fills the container .,0,2,F
summer,V,We like to summer in the Mediterranean .,We summered in Kashmir .,3,1,T
way,N,I felt the same way .,That 's the way it is .,4,3,T
party,N,The green party took 12 % of the vote .,In 1992 Perot tried to organize a third party at the national level .,2,8,T
reproduction,N,Unauthorized reproduction of this article is prohibited .,Gutenberg 's reproduction of holy texts was far more efficient .,1,2,T
leak,N,A leak in a boat .,A leak in a roof .,1,1,T
grain,N,A grain of salt .,A grain of sand .,1,1,T
multiply,V,He managed to multiply his profits .,"He had been multiplying , but it occurred to him he needed to resolve the exponents , first .",3,3,T
baby,N,It was great to feel my baby moving about inside .,I felt healthy and very feminine carrying the baby .,6,8,T
see,V,You should see a lawyer .,We had to see a psychiatrist .,2,3,T
term,N,He left school before the end of term .,He was sentenced to a term of six years in prison .,7,5,T
get,V,She did n't get his name when they met the first time .,Her childish behavior really get to me .,3,4,F
rest,N,"Now that we 're all in agreement , we can put that issue to rest .",The boulder came to rest just behind the house after rolling down the mountain .,14,4,T
push,N,He gave the door a hard push .,The push of the water on the walls of the tank .,6,1,F
heat,V,Heat the house .,Heat the water on the stove .,0,0,F
draw,V,Draw a conclusion .,"She drew $ 2,000 from the account .",0,1,F
fall,V,Fall into a trap .,The barometer is falling .,0,3,F
frequency,N,The frequency of modulation was 40 cycles per second .,The frequency of his seizures increased as he grew older .,1,1,T
head,N,They were at the head of the attack .,The head of the column advanced boldly .,4,1,T
take,V,How should I take this message ?,He was often taken to be a man of means .,3,3,T
size,N,That 's the size of the situation .,A wolf is about the size of a large dog .,3,5,F
drill,V,Drill for oil .,Drill a small hole to start the screw in the right direction .,0,0,T
stand,V,"Here I stand , wondering what to do next .",There stood on the corner a statue .,2,1,F
communicate,V,I feel I hardly know him ; I just wish he 'd communicate with me a little more .,Do you communicate well with your advisor ?,12,2,T
third,N,He ate a third of the pie .,A simple harmony written in major thirds .,3,6,T
blip,N,Renewed jitters in the wake of a blip in retail sales .,You ca n't react to the day-to-day blips .,7,7,T
reason,N,The reason that war was declared .,They had good reason to rejoice .,1,3,F
book,N,Many readers find the first book of A Tale of Two Cities to be confusing .,Genesis is the first book of the Bible .,5,4,T
cut,V,Cut orders .,Cut a caper .,0,0,F
wash,V,Can you wash away the spots on the windows ?,He washed the dirt from his coat .,2,1,T
length,N,A length of tubing .,A length of timber .,1,1,T
